0  29 ， 0.997111 
0  1095 １月 0.002889 
2543 dong1-ye4 2627 冬夜 1.000000 
2544 zeng1-tian1 2628 增添 1.000000 
2545 nuan3-yi4 2629 暖意 1.000000 
2546 liu2-yv3 2630 刘宇 1.000000 
2547 he2-nei4 2631 河内 1.000000 
2548 ling2-de2-qvan2 2632 凌德权 1.000000 
2549 yve4-nan2 2633 越南 1.000000 
2550 pan1-wen2-kai3 2634 潘文凯 1.000000 
2551 wa1-jve2 2635 挖掘 1.000000 
2552 li4-xing2-jie2-jian3 2636 厉行节俭 1.000000 
2553 xi1-shou1 2637 吸收 1.000000 
2554 wai4-bu4 2638 外部 1.000000 
2555 zi1-jin1 2639 资金 1.000000 
2556 jing4-zheng1-li4 2640 竞争力 1.000000 
2557 zhu4-zhong4 2641 注重 1.000000 
2558 gong1-ping2 2642 公平 1.000000 
2559 liang3-nian2 2644 两年 1.000000 
2560 gao1-su4-du4 2645 高速度 1.000000 
2561 ling4-yi4-fang1-mian4 2646 另一方面 1.000000 
2562 fu2-wu4-hang2-ye4 2647 服务行业 1.000000 
2563 zeng1-fu2 2648 增幅 1.000000 
2564 jian3-xiao3 2649 减小 1.000000 
2565 gou4-mai3-li4 2650 购买力 1.000000 
2566 nei4-bu4 2651 内部 1.000000 
2567 jin1-rong2-xi4-tong3 2652 金融系统 1.000000 
2568 gou4 2653 够 1.000000 
2569 yi4-zhi4 2654 抑制 0.500000 
2569 yi4-zhi4 2660 意志 0.500000 
2570 yin1-su4 2655 因素 1.000000 
2571 dang1-wu4-zhi1-ji2 2656 当务之急 1.000000 
2572 you1-xian1 2657 优先 1.000000 
2573 jie1-gui3 2658 接轨 1.000000 
2574 zi4-qiang2 2659 自强 1.000000 
2575 xing2-zheng4 2661 行政 1.000000 
2576 zheng3-dun4 2662 整顿 1.000000 
2577 yi1-san1-ling2-ling2 2663 １３００ 1.000000 
2578 xv1 2664 需 1.000000 
2579 lao2-dong4-li4 2665 劳动力 1.000000 
2580 su1-dan1 2666 苏丹 1.000000 
2581 ao4-ma3-er3-pn4-ha1-sang1-pn4-ai4-ha1-mai4-de2-pn4-ba1-xi1-er3 2667 奥马尔·哈桑·艾哈迈德·巴希尔 1.000000 
2582 dao4-lai2 2668 到来 1.000000 
2583 wai4-lai2 2669 外来 1.000000 
2584 gan1-yv4 2670 干预 1.000000 
2585 ba1-xi1-er3 2671 巴希尔 1.000000 
2586 tu2-jing4 2672 途径 1.000000 
2587 wu3-zhuang1 2673 武装 1.000000 
2588 qiang2-lie4 2674 强烈 1.000000 
2589 yve1-han4-pn4-jia1-lang3 2675 约翰·加朗 1.000000 
2590 wei2-shou3 2676 为首 1.000000 
2591 wu3-zhuang1-li4-liang4 2678 武装力量 1.000000 
2592 hui2 2679 回 1.000000 
2593 zhang4-ai4 2680 障碍 1.000000 
2594 fu4-xing1 2681 复兴 1.000000 
2595 qiu2 2682 求 1.000000 
2596 a1-la1-bo2 2684 阿拉伯 1.000000 
2597 mian4-bao1 2685 面包 1.000000 
2598 lan2-zi5 2686 篮子 1.000000 
2599 cai3-qv3-xing2-dong4 2687 采取行动 1.000000 
2600 huan3-he2 2688 缓和 1.000000 
2601 ai1-ji2 2689 埃及 1.000000 
2602 wei4-ci3 2690 为此 1.000000 
2603 ben3-ren2 2691 本人 1.000000 
2604 chu1-fang3 2692 出访 1.000000 
2605 su1 2693 苏 1.000000 
2606 ai1 2694 埃 1.000000 
2607 peng1-ji1 2695 抨击 1.000000 
2608 zu3-ai4 2696 阻碍 1.000000 
2609 po4-huai4 2697 破坏 1.000000 
2610 tu1-ni2-si1 2698 突尼斯 1.000000 
2611 wu2-chuan2-fu2 2699 吴传福 1.000000 
2612 hu4-zhu4 2700 互助 1.000000 
2613 ji1-jin1 2701 基金 1.000000 
2614 wu2-chang2 2702 无偿 1.000000 
2615 jia4-zhi2 2703 价值 1.000000 
2616 ren2-min2-bi4 2704 人民币 1.000000 
2617 lu4-xiang4-ji1 2705 录像机 1.000000 
2618 zhao4-xiang4-ji1 2706 照相机 1.000000 
2619 dian4-nao3 2707 电脑 1.000000 
2620 qiu2-lei4 2708 球类 1.000000 
2621 ti3-yv4 2709 体育 1.000000 
2622 yong4-pin3 2710 用品 1.000000 
2623 zhuan1-dian4 2711 专电 1.000000 
2624 ma3-da2-jia1-si1-jia1 2712 马达加斯加 1.000000 
2625 zeng4-song4 2713 赠送 1.000000 
2626 yao4-pin3 2714 药品 1.000000 
2627 yi1-liao2 2715 医疗 1.000000 
2628 qi4-xie4 2716 器械 1.000000 
2629 jiao1-jie1 2717 交接 1.000000 
2630 ta3-na4-na4-li4-fo2 2718 塔那那利佛 1.000000 
2631 yi1-jiu3-qi1-wu3-nian2 2719 １９７５年 1.000000 
2632 ma3 2720 马 1.000000 
2633 pai4-qian3 2721 派遣 1.000000 
2634 yi1-liao2-dui4 2722 医疗队 1.000000 
2635 mei3-nian2 2723 每年 1.000000 
2636 ma3-fang1 2724 马方 1.000000 
2637 zhao4-bao3-zhen1 2725 赵宝珍 1.000000 
2638 wei4-sheng1-bu4-zhang3 2726 卫生部长 1.000000 
2639 ang2-li3-ai1-te4 2727 昂里埃特 1.000000 
2640 meng3-gu3 2728 蒙古 1.000000 
2641 wu2-xi1-dai4-kuan3 2729 无息贷款 1.000000 
2642 zhong1-xiao3-xing2 2731 中小型 1.000000 
2643 yi2-jiao1 2732 移交 1.000000 
2644 meng3-fang1 2733 蒙方 1.000000 
2645 a1-lei1-tan3-ge2-lie4-er3 2734 阿勒坦格列尔 1.000000 
2646 zhi4-jia1 2736 治家 1.000000 
2647 qian1-zi4 2737 签字 1.000000 
2648 jiao1-gei3 2738 交给 1.000000 
2649 mei2-kuang4 2739 煤矿 1.000000 
2650 shui3-dian4-zhan4 2740 水电站 1.000000 
2651 qiu2-pi2 2741 裘皮 1.000000 
2652 jia1-gong1-chang3 2742 加工厂 1.000000 
2653 xi3-yi1-fen3-chang3 2743 洗衣粉厂 1.000000 
2654 gong1-lu4 2744 公路 1.000000 
2655 li4-qing1-chang3 2745 沥青厂 1.000000 
2656 wa3-leng2 2746 瓦楞 1.000000 
2657 zhi3-ban3-xiang1 2747 纸板箱 1.000000 
2658 you2-qi1-chang3 2748 油漆厂 1.000000 
2659 shou4-yao4-chang3 2749 兽药厂 1.000000 
2660 niu2 2750 牛 1.000000 
2661 xve4 2751 血 1.000000 
2662 ti2-qv3 2752 提取 1.000000 
2663 ss-oo-dd 2753 ＳＯＤ 1.000000 
2664 yang3-hua4 2754 氧化 1.000000 
2665 wu4-hua4 2755 物化 1.000000 
2666 qi2-hua4-mei2 2756 歧化酶 1.000000 
2667 chu1-kou3 2757 出口 1.000000 
2668 duo1-yong4-tu2 2759 多用途 1.000000 
2669 ye4-ti3 2760 液体 1.000000 
2670 guan4-shi4 2761 罐式 1.000000 
2671 da2-lei4-si1-sa4-la1-mu3 2762 达累斯萨拉姆 1.000000 
2672 tan3 2763 坦 1.000000 
2673 zan4 2764 赞 1.000000 
2674 tie3-lu4-jv2 2765 铁路局 1.000000 
2675 yan4-shou1 2766 验收 1.000000 
2676 tie3-lu4-xian4 2767 铁路线 1.000000 
2677 shi3-yong4 2768 使用 1.000000 
2678 da4-jiang1 2770 大江 1.000000 
2679 jie2-liu2 2771 截流 1.000000 
2680 hong2-tu2 2773 宏图 1.000000 
2681 ba1-ri4 2774 ８日 1.000000 
2682 chang2-jiang1-san1-xia2 2775 长江三峡 1.000000 
2683 qi1 2776 期 0.200000 
2683 qi1 2860 ７ 0.600000 
2683 qi1 5515 七 0.066667 
2683 qi1 5593 栖 0.066667 
2683 qi1 7605 ７％ 0.066667 
2684 er4-qi1 2777 二期 1.000000 
2685 dan1-fu4 2778 担负 1.000000 
2686 ge4-lu4 2779 各路 1.000000 
2687 da4-jvn1 2780 大军 1.000000 
2688 san1-xia2 2781 三峡 1.000000 
2689 xv4 2782 续 0.500000 
2689 xv4 6598 畜 0.500000 
2690 li3-ge3 2783 李舸 1.000000 
2691 mian2-dui1 2785 棉堆 1.000000 
2692 ru2 2786 如 1.000000 
2693 shan1 2787 山 1.000000 
2694 xi3 2788 喜 1.000000 
2695 sha4 2789 煞 1.000000 
2696 mian2 2790 棉 1.000000 
2697 chan3-qv1 2791 产区 1.000000 
2698 qv4-nian2 2792 去年 1.000000 
2699 mian2-hua1 2793 棉花 1.000000 
2700 huo4 2794 获 0.062500 
2700 huo4 2916 或 0.875000 
2700 huo4 2924 祸 0.062500 
2701 ta3-li3-mu4 2795 塔里木 1.000000 
2702 pen2-di4 2796 盆地 1.000000 
2703 mai4-gai4-ti2 2797 麦盖提 1.000000 
2704 xiao3-shan1 2799 小山 1.000000 
2705 dui1 2800 堆 1.000000 
2706 wei2-wu2-er3-zu2 2801 维吾尔族 1.000000 
2707 le4 2802 乐 1.000000 
2708 wu3-bin1 2803 武斌 1.000000 
2709 kuang4 2805 矿 1.000000 
2710 jiang1-xi1 2807 江西 1.000000 
2711 ping2-xiang1 2808 萍乡 1.000000 
2712 kuang4-wu4-jv2 2809 矿务局 1.000000 
2713 bing4-qi4 2810 摒弃 1.000000 
2714 guan3-li3-mo2-shi4 2811 管理模式 1.000000 
2715 xing2-zhi1-you3-xiao4 2812 行之有效 1.000000 
2716 guan3-li3-ji1-zhi4 2813 管理机制 1.000000 
2717 niu3-kui1-wei2-ying2 2814 扭亏为盈 1.000000 
2718 kuang4-gong1 2815 矿工 1.000000 
2719 zuo4-ye4 2816 作业 1.000000 
2720 song4-zhen4-ping2 2817 宋振平 1.000000 
2721 qve4-bao3 2818 确保 1.000000 
2722 liang2 2819 粮 1.000000 
2723 zi4-ran2-zai1-hai4 2820 自然灾害 1.000000 
2724 jian3-zai1 2821 减灾 1.000000 
2725 ji2-lin2-sheng3 2822 吉林省 1.000000 
2726 zong3-chan3 2823 总产 1.000000 
2727 er4-ling2-ling2-yi4 2824 ２００亿 1.000000 
2728 gong1-jin1 2825 公斤 1.000000 
2729 feng1-shou1-nian2 2826 丰收年 1.000000 
2730 gong1-zhu3-ling3-shi4 2827 公主岭市 1.000000 
2731 huai2-de2 2828 怀德 1.000000 
2732 liang2-ku4 2829 粮库 1.000000 
2733 shou1 2830 收 1.000000 
2734 jiang3-lin2 2831 蒋林 1.000000 
2735 guo2-qi3 2832 国企 1.000000 
2736 cheng2-xiao4 2834 成效 1.000000 
2737 he2-nan2 2835 河南 1.000000 
2738 zhong1-guo2-yi1-tuo1-ji2-tuan2 2836 中国一拖集团 1.000000 
2739 gong1-si1 2837 公司 1.000000 
2740 chan3-pin3 2838 产品 1.000000 
2741 ji4-shu4-gai3-zao4 2839 技术改造 1.000000 
2742 yan2-zhi4 2840 研制 1.000000 
2743 hong2-pai2 2841 红牌 1.000000 
2744 lv3-dai4 2842 履带 1.000000 
2745 tuo1-la1-ji1 2843 拖拉机 1.000000 
2746 sheng1-chan3-xian4 2844 生产线 1.000000 
2747 zhao4-peng2 2845 赵鹏 1.000000 
2748 dai4 2846 带 0.400000 
2748 dai4 2990 代 0.500000 
2748 dai4 5448 待 0.100000 
2749 xin1-bing1 2847 新兵 1.000000 
2750 jvn1-qv1 2848 军区 1.000000 
2751 mou3-bu4 2849 某部 1.000000 
2752 lian2 2850 连 1.000000 
2753 lian2-zhang3 2851 连长 1.000000 
2754 bai2-wen2-jian4 2852 白文建 1.000000 
2755 pu1 2853 扑 0.500000 
2755 pu1 5706 铺 0.500000 
2756 you1-xiu4 2854 优秀 1.000000 
2757 shi4-bing1 2855 士兵 1.000000 
2758 rong2-li4 2856 荣立 1.000000 
2759 er4-deng3-gong1 2857 二等功 1.000000 
2760 xvn4-lian4 2858 训练 1.000000 
2761 mou2-qing1-min2 2859 缪青民 1.000000 
2762 wan3-nian2 2861 晚年 1.000000 
2763 tian2 2862 甜 0.250000 
2763 tian2 3197 填 0.250000 
2763 tian2 6041 田 0.500000 
2764 mi4 2863 蜜 0.333333 
2764 mi4 5598 密 0.666667 
2765 he2-nan2-sheng3 2864 河南省 1.000000 
2766 hua2-xian4 2865 滑县 1.000000 
2767 hong2-yang2 2866 弘扬 1.000000 
2768 zun1-lao3-jing4-lao3 2867 尊老敬老 1.000000 
2769 qvan2-xian4 2868 全县 0.833333 
2769 qvan2-xian4 6871 全线 0.166667 
2770 liu4-ling2 2869 ６０ 0.600000 
2770 liu4-ling2 5796 ６０％ 0.400000 
2771 lao3-ren2 2870 老人 1.000000 
2772 ban4-li3 2871 办理 1.000000 
2773 lao3-nian2-ren2 2872 老年人 1.000000 
2774 you1-dai4-zheng4 2873 优待证 1.000000 
2775 shi2-xing1-ji2 2874 十星级 1.000000 
2776 wen2-ming2-hu4 2875 文明户 1.000000 
2777 gai1-xian4 2876 该县 1.000000 
2778 ren2-ren2 2877 人人 1.000000 
2779 zi4-jve2 2878 自觉 1.000000 
2780 jing4-lao3-yang3-lao3 2879 敬老养老 1.000000 
2781 feng1-shang4 2880 风尚 1.000000 
2782 qiao2 2881 瞧 1.000000 
2783 zhao4-ya4-guang1 2882 赵亚光 1.000000 
2784 pu3-tong1-hua4 2883 普通话 1.000000 
2785 zhong1-xve2-sheng1 2884 中学生 1.000000 
2786 ting1 2885 听 0.666667 
2786 ting1 7614 厅 0.333333 
2787 jin4-qi1 2886 近期 1.000000 
2788 zhong1-xve2 2887 中学 1.000000 
2789 er4-er4 2888 ２２ 0.666667 
2789 er4-er4 7377 ２２％ 0.333333 
2790 guang3-bo1-shi4 2889 广播室 1.000000 
2791 chen2-xi1 2890 陈曦 1.000000 
2792 fu2-jian4 2891 福建 1.000000 
2793 xve2-sheng1 2892 学生 1.000000 
2794 zhi2-bo1 2893 直播 1.000000 
2795 chen2-xiao3-bo1 2894 陈小波 1.000000 
2796 chang4 2895 唱 1.000000 
2797 guo2-ge1 2896 国歌 1.000000 
2798 xie3 2897 写 1.000000 
2799 za2-wen2 2898 杂文 1.000000 
2800 hu2-zhao1-heng2 2899 胡昭衡 1.000000 
2801 jiang1-hu2 2900 江湖 1.000000 
2802 liu2-xing2 2901 流行 1.000000 
2803 yvn4-qi4 2902 运气 1.000000 
2804 fa1-heng2-cai2 2903 发横财 1.000000 
2805 xie2-yin1 2904 谐音 1.000000 
2806 pian4-shu4 2905 骗术 1.000000 
2807 lai2-shuo1 2906 来说 1.000000 
2808 cheng1-wei2 2907 称为 1.000000 
2809 ni3 2908 你 1.000000 
2810 jiu3-jiu3 2909 久久 1.000000 
2811 fa1 2910 发 1.000000 
2812 han4-zi4-liu4 2911 汉字六 1.000000 
2813 shu1 2912 书 1.000000 
2814 tiao2-tiao2 2913 条条 1.000000 
2815 jvn1 2914 均 0.857143 
2815 jvn1 3576 君 0.142857 
2816 jia3-jie4 2915 假借 1.000000 
2817 zhuan3-zhu4 2917 转注 1.000000 
2818 mou3-zhong3 2918 某种 1.000000 
2819 lie4-gen1-xing4 2919 劣根性 1.000000 
2820 yong4-yi3 2920 用以 1.000000 
2821 zhan1-bu3 2921 占卜 1.000000 
2822 ji2-xiong1 2923 吉凶 1.000000 
2823 fu2 2925 福 0.142857 
2823 fu2 3519 幅 0.857143 
2824 yv2-nong4 2926 愚弄 1.000000 
2825 ta1-ren2 2927 他人 1.000000 
2826 yi4-ji2 2928 忆及 1.000000 
2827 you4-nian2 2929 幼年 1.000000 
2828 men2-lian2 2930 门联 1.000000 
2829 dian3-tou2 2931 点头 1.000000 
2830 tong2-zi3 2932 童子 1.000000 
2831 pai1-shou3 2933 拍手 1.000000 
2832 he4 2934 贺 1.000000 
2833 er2-jin1 2935 而今 1.000000 
2834 qi1-lao3-ba1-shi2 2936 七老八十 1.000000 
2835 mei3-feng2 2937 每逢 1.000000 
2836 sui4-mo4 2938 岁末 1.000000 
2837 chu2-jiu4-ying2-xin1 2939 除旧迎新 1.000000 
2838 dian3 2940 点 1.000000 
2839 ou3-ran2 2941 偶然 1.000000 
2840 gan3-chu4 2942 感触 1.000000 
2841 si4-hu1 2943 似乎 1.000000 
2842 feng1-ma3-niu2-bu4-xiang1-ji2 2944 风马牛不相及 1.000000 
2843 ta1-men5 2945 它们 0.538462 
2843 ta1-men5 3226 她们 0.461538 
2844 mei3-wan3 2946 每晚 1.000000 
2845 lian2-bo1 2947 联播 1.000000 
2846 gen1-sui2 2949 跟随 1.000000 
2847 bi4-mu4 2950 闭目 1.000000 
2848 heng1-chang4 2951 哼唱 1.000000 
2849 xiu1-xi5 2952 休息 1.000000 
2850 nao3-zi5 2953 脑子 1.000000 
2851 ou3-er3 2954 偶尔 1.000000 
2852 ge1-ci2 2955 歌词 1.000000 
2853 si1-suo3 2956 思索 1.000000 
2854 xian4-shi2 2957 现实 1.000000 
2855 fu2-si1-pian1-pian1 2958 浮思翩翩 1.000000 
2856 man3 2959 满 1.000000 
2857 bai3 2960 百 0.333333 
2857 bai3 5430 摆 0.444444 
2857 bai3 5504 柏 0.222222 
2858 liu4-shi2 2962 六十 0.500000 
2858 liu4-shi2 5004 ６时 0.500000 
2859 yi4-yong3-jvn1 2963 义勇军 1.000000 
2860 jin4-xing2-qv3 2964 进行曲 1.000000 
2861 bi4 34 。 0.142857 
2861 bi4 248 将 0.142857 
2861 bi4 2966 必 0.571429 
2861 bi4 7339 旧币 0.142857 
2862 qin1-qie4-gan3 2967 亲切感 1.000000 
2863 yi4-jing4 2968 意境 1.000000 
2864 jv3-jve2 2969 咀嚼 1.000000 
2865 jing1-pin3 2971 精品 1.000000 
2866 dang1-dai4 2972 当代 1.000000 
2867 zhe4-me5 2973 这么 1.000000 
2868 mian2-chang2 2974 绵长 1.000000 
2869 zhuang4-jian4 2975 壮健 1.000000 
2870 sheng1-ming4-li4 2976 生命力 1.000000 
2871 ma5 2977 吗 1.000000 
2872 qi3-shi4 2979 启示 1.000000 
2873 ne5 2980 呢 1.000000 
2874 kang4-ri4 2981 抗日 1.000000 
2875 kao4 2982 靠 1.000000 
2876 ji1-fa1 2983 激发 1.000000 
2877 ning2-jv4-li4 2984 凝聚力 1.000000 
2878 xi3-chang4-le4-ting1 2985 喜唱乐听 1.000000 
2879 min2-xin1 2986 民心 1.000000 
2880 shi4-qi4 2987 士气 1.000000 
2881 chu1-lei4-ba2-cui4 2988 出类拔萃 1.000000 
2882 ding4-wei2 2989 定为 1.000000 
2883 bu4-shuai1 2991 不衰 1.000000 
2884 zuo2-mo2 2993 琢磨 1.000000 
2885 guo2-qing2 2994 国情 1.000000 
2886 zai1-nan4 2995 灾难 1.000000 
2887 shen1-zhong4 2996 深重 1.000000 
2888 wei1-wang2 2997 危亡 1.000000 
2889 guan1-tou2 2998 关头 1.000000 
2890 wan4-zhong4-yi4-xin1 2999 万众一心 1.000000 
2891 qian2-pu1-hou4-ji4 3000 前仆后继 1.000000 
2892 ying1-yong3 3001 英勇 1.000000 
2893 xi1-sheng1 3002 牺牲 1.000000 
2894 fen4-fa1-zi4-jiu4 3003 奋发自救 1.000000 
2895 jiu4-wang2-tu2-cun2 3004 救亡图存 1.000000 
2896 zhen4-xing1-tu2-qiang2 3005 振兴图强 1.000000 
2897 qian2-jin4-bu4-xie4 3006 前进不懈 1.000000 
2898 qi2-ci4 3007 其次 1.000000 
2899 jian3-ming2 3008 简明 1.000000 
2900 han2-you3 3009 含有 1.000000 
2901 wei1-ji1-gan3 3010 危机感 1.000000 
2902 li4-shi3-shi3-ming4-gan3 3011 历史使命感 1.000000 
2903 ze2-ren4-gan3 3012 责任感 1.000000 
2904 sheng1-diao4 3013 声调 1.000000 
2905 keng1-qiang1 3014 铿锵 1.000000 
2906 ming2-liang4 3015 明亮 1.000000 
2907 dong4-ren2-xin1-xian2 3016 动人心弦 1.000000 
2908 cui1-ren2-fen4-jin4 3017 催人奋进 1.000000 
2909 ci2-qv3 3018 词曲 1.000000 
2910 jing3-zhong1-chang2-ming2 3019 警钟长鸣 1.000000 
2911 pai1-he2 3020 拍合 1.000000 
2912 ji1-yv2 3021 基于 1.000000 
2913 yao4-su4 3022 要素 1.000000 
2914 yi4-chui2-ding4-yin1 3023 一锤定音 1.000000 
2915 tong2-sheng1 3024 同声 0.666667 
2915 tong2-sheng1 7515 童声 0.333333 
2916 ge1-chang4 3025 歌唱 1.000000 
2917 nei4-han2 3026 内涵 1.000000 
2918 yi4-ban1 3027 一般 1.000000 
2919 wang4-chen2-bi3-bu4 3028 望尘比步 1.000000 
2920 xiang3-dao4 3029 想到 1.000000 
2921 dao3-shi1 3030 导师 1.000000 
2922 lu3-xvn4 3031 鲁迅 1.000000 
2923 fei4 3033 废 1.000000 
2924 jiang1-he2 3034 江河 1.000000 
2925 wan4-gu3 3035 万古 1.000000 
2926 zhan4-dou4-xing4 3037 战斗性 1.000000 
2927 hong2-wen2 3038 宏文 1.000000 
2928 kai1-chuang4-zhe3 3039 开创者 1.000000 
2929 tui1-chong2 3040 推崇 1.000000 
2930 fei1-tong2-xvn2-chang2 3041 非同寻常 1.000000 
2931 li4-jing1 3042 历经 1.000000 
2932 qi3-fu2 3043 起伏 1.000000 
2933 dao3 3045 倒 1.000000 
2934 bu4-wu2-guan1-xi4 3046 不无关系 1.000000 
2935 yi4-dian3 3047 一点 1.000000 
2936 ba1-shi2-nian2-dai4 3048 八十年代 1.000000 
2937 xian1 3049 先 0.875000 
2937 xian1 3887 鲜 0.125000 
2938 he2-bei3-sheng3 3050 河北省 1.000000 
2939 sheng3-shi4 3051 省市 1.000000 
2940 xve2-hui4 3052 学会 1.000000 
2941 chu1-ban3 3053 出版 1.000000 
2942 bao4-kan1 3054 报刊 1.000000 
2943 li4-ding4 3056 立定 1.000000 
2944 jiao3-gen1 3057 脚跟 1.000000 
2945 zuo4-zhe3 3058 作者 1.000000 
2946 bing4-fei1 3059 并非 1.000000 
2947 hua4-tang2 3060 画堂 1.000000 
2948 ying1-wu3 3061 鹦鹉 0.500000 
2948 ying1-wu3 3223 英武 0.500000 
2949 niao3 3062 鸟 1.000000 
2950 leng3-nuan3 3063 冷暖 1.000000 
2951 ming2-qin2 3065 鸣禽 1.000000 
2952 shi3-ming4 3066 使命 1.000000 
2953 gan3 3067 感 0.600000 
2953 gan3 5750 敢 0.400000 
2954 qing1-qi2 3068 轻骑 1.000000 
2955 hao4-bing1 3069 号兵 1.000000 
2956 shuang1-bai3 3070 双百 1.000000 
2957 ge2-gu4-ding3-xin1 3071 革故鼎新 1.000000 
2958 di2-zhuo2-yang2-qing1 3072 涤浊扬清 1.000000 
2959 zhong4-ren4 3074 重任 1.000000 
2960 wen2-yi4 3075 文艺 1.000000 
2961 yin3-fa1 3076 引发 1.000000 
2962 zheng4-qi4 3077 正气 1.000000 
2963 zhen1-bian1-shi2-bi4 3078 针砭时弊 1.000000 
2964 shan3-shuo4 3079 闪烁 1.000000 
2965 zhan4-dou4 3080 战斗 1.000000 
2966 feng1-mang2 3081 锋芒 1.000000 
2967 hou4-bian5 3082 后边 1.000000 
2968 ke1 3083 颗 1.000000 
2969 huo3-re4 3084 火热 1.000000 
2970 li3-jie3 3086 理解 1.000000 
2971 dang3-zheng4 3087 党政 1.000000 
2972 peng2-bo2 3088 蓬勃 1.000000 
2973 huang2-tu3-di4 3089 黄土地 1.000000 
2974 pu2-gong1-ying1 3090 蒲公英 1.000000 
2975 wai4 3091 外 1.000000 
2976 li3-ying1 3092 李瑛 1.000000 
2977 gui1-lai2 3093 归来 1.000000 
2978 yan4-zhen4 3094 雁阵 1.000000 
2979 fei1-guo4 3095 飞过 1.000000 
2980 wei4-shui3 3096 渭水 1.000000 
2981 shan3-bei3 3097 陕北 1.000000 
2982 zheng1-zha2 3098 挣扎 1.000000 
2983 yao2-dong4 3099 窑洞 1.000000 
2984 xiang4-yang2 3100 向阳 1.000000 
2985 qiang2-jiao3 3101 墙角 1.000000 
2986 qin2 3102 秦 0.500000 
2986 qin2 7881 勤 0.500000 
2987 huang2 3103 皇 0.333333 
2987 huang2 3126 黄 0.666667 
2988 zhan4-che1 3104 战车 1.000000 
2989 nian3 3105 碾 1.000000 
2990 da4-dao4 3106 大道 1.000000 
2991 pang2 3107 旁 1.000000 
2992 ku3-diao4 3108 苦调 1.000000 
2993 ge1-yao2 3109 歌谣 1.000000 
2994 huang2-yvn4 3110 黄晕 1.000000 
2995 deng1-guang1 3111 灯光 1.000000 
2996 mei3-li4 3113 美丽 1.000000 
2997 qi1-huang2 3114 凄惶 1.000000 
2998 huang2-tu3 3115 黄土 1.000000 
2999 feng4-xi4 3116 缝隙 1.000000 
3000 sheng1 3117 生 0.454545 
3000 sheng1 4150 升 0.363636 
3000 sheng1 5438 声 0.181818 
3001 bu4-qi3-yan3 3118 不起眼 1.000000 
3002 tan3-dang4 3119 坦荡 1.000000 
3003 shi3-zhi4 3120 矢志 1.000000 
3004 bao4-chang2 3121 报偿 1.000000 
3005 huang2-he2 3122 黄河 1.000000 
3006 bi4-wan1 3123 臂弯 1.000000 
3007 qin2-ling3 3124 秦岭 1.000000 
3008 xiong1-tang2 3125 胸膛 1.000000 
3009 huang2-tu3-ceng2 3127 黄土层 1.000000 
3010 lang4 3128 浪 1.000000 
3011 fu1-se4 3129 肤色 1.000000 
3012 chun1-tian1 3130 春天 1.000000 
3013 shen1-pang2 3131 身旁 1.000000 
3014 jin1-bo2 3132 金箔 1.000000 
3015 hua1-ban4-er5 3133 花瓣儿 1.000000 
3016 qing1-qing1 3134 轻轻 1.000000 
3017 yao2-ye4 3135 摇曳 1.000000 
3018 chun1-feng1 3136 春风 1.000000 
3019 hui1-ying4 3137 辉映 1.000000 
3020 chang2-tian1 3138 长天 1.000000 
3021 da4-ye3 3139 大野 1.000000 
3022 xie4 3140 泻 0.666667 
3022 xie4 7403 榭 0.333333 
3023 yang2-guang1 3141 阳光 1.000000 
3024 zhu3-wang4 3142 瞩望 1.000000 
3025 qin2-gong1 3143 秦宫 1.000000 
3026 han4-qve4 3144 汉阙 1.000000 
3027 xing1-shuai1 3145 兴衰 1.000000 
3028 qing1-ting1 3146 倾听 1.000000 
3029 chen2-zhong1 3147 晨钟 1.000000 
3030 mu4-gu3 3148 暮鼓 1.000000 
3031 ming2-xiang3 3149 鸣响 1.000000 
3032 pei2-ban4 3150 陪伴 1.000000 
3033 wu3-qian1-nian2 3151 五千年 1.000000 
3034 feng1-yv3 3152 风雨 1.000000 
3035 qie1-ge1 3153 切割 1.000000 
3036 wu2-wei4 3154 无畏 1.000000 
3037 jian1-yi4 3155 坚毅 1.000000 
3038 chun2-pu3 3156 淳朴 0.333333 
3038 chun2-pu3 3217 纯朴 0.666667 
3039 gou4-cheng2 3157 构成 1.000000 
3040 sheng1-ming4 3158 生命 1.000000 
3041 zhong4-liang4 3159 重量 1.000000 
3042 jie2-bai2 3160 洁白 1.000000 
3043 jiang1-zhi1 3161 浆汁 1.000000 
3044 mu3-ru3 3162 母乳 1.000000 
3045 ku3-se4 3163 苦涩 1.000000 
3046 tian2-mi4 3164 甜蜜 1.000000 
3047 fen1-fang1 3165 芬芳 1.000000 
3048 shu2-xi1 3166 熟悉 1.000000 
3049 ban4-sheng1 3167 半生 1.000000 
3050 han4 3168 汗 1.000000 
3051 jian1-xin1 3169 艰辛 1.000000 
3052 yong4-xve4 3170 用血 1.000000 
3053 dao1-qiang1 3171 刀枪 1.000000 
3054 dou3-bi4 3172 陡壁 1.000000 
3055 feng4-feng4 3173 缝缝 1.000000 
3056 gan1 3174 干 0.500000 
3056 gan1 6411 甘 0.500000 
3057 he2-tan1 3175 河滩 1.000000 
3058 gou1-he4 3176 沟壑 1.000000 
3059 yang2-jvan4 3177 羊圈 1.000000 
3060 xvan1-xiao1 3178 喧嚣 1.000000 
3061 kan4-jian4 3179 看见 1.000000 
3062 ming2-ri4 3180 明日 1.000000 
3063 bu4-lao3-hu3 3181 布老虎 1.000000 
